text,label
give me structured notes on algorithms,study_notes
generate revision notes,study_notes
make notes from this chapter,study_notes
prepare study notes on probability,study_notes
create notes about operating system deadlocks,study_notes
make notes on object oriented programming,study_notes
generate notes on web development,study_notes
prepare notes about cloud computing,study_notes
create notes for this subject,study_notes
give me notes in simple language,study_notes
turn my study material into notes,study_notes
give me 10 MCQs on DBMS,study_quiz
quiz me on operating systems,study_quiz
generate multiple choice questions about Java,study_quiz
make a quiz about computer networks,study_quiz
test me on machine learning,study_quiz
create MCQs from this chapter,study_quiz
give me practice questions on SQL,study_quiz
make a quiz for this topic,study_quiz
test my knowledge of data structures,study_quiz
generate 20 questions about Python,study_quiz
create an exam quiz for me,study_quiz
give me multiple choice questions on normalization,study_quiz
quiz me about the OSI model,study_quiz
make practice questions for this lesson,study_quiz
test me on this chapter,study_quiz
generate questions from my notes,study_quiz
give me an MCQ test,study_quiz
create a short quiz about algorithms,study_quiz
make a practice test for DBMS,study_quiz
quiz me on object oriented programming,study_quiz
generate questions for revision,study_quiz
test my understanding of operating systems,study_quiz
create MCQs from these notes,study_quiz
give me a quiz on probability,study_quiz
make an online test about machine learning,study_quiz
generate practice MCQs,study_quiz
quiz me on computer architecture,study_quiz
create a test for my exam preparation,study_quiz
make multiple choice questions from this topic,study_quiz
give me 5 questions on networking,study_quiz
test me on SQL concepts,study_quiz
generate a quiz from this chapter,study_quiz
create revision questions,study_quiz
make me a practice quiz,study_quiz
make flashcards for DBMS,study_flashcards
create flashcards about operating systems,study_flashcards
generate flashcards for machine learning,study_flashcards
turn this chapter into flashcards,study_flashcards
make revision flashcards,study_flashcards
create flashcards from my notes,study_flashcards
give me flashcards for Java,study_flashcards
make flashcards about computer networks,study_flashcards
generate study cards for this topic,study_flashcards
create question and answer cards,study_flashcards
make flashcards for quick revision,study_flashcards
turn these notes into flashcards,study_flashcards
prepare flashcards for my exam,study_flashcards
create flashcards about SQL,study_flashcards
give me revision cards for this chapter,study_flashcards
make flashcards from this lesson,study_flashcards
generate cards for important concepts,study_flashcards
create study cards about data structures,study_flashcards
make flashcards for Python concepts,study_flashcards
turn this study material into flashcards,study_flashcards
give me flashcards to memorize this topic,study_flashcards
create flashcards for operating system concepts,study_flashcards
make question answer cards from these notes,study_flashcards
generate flashcards for revision,study_flashcards
create flashcards about networking,study_flashcards
make flashcards from this chapter,study_flashcards
prepare quick revision cards,study_flashcards
give me flashcards on normalization,study_flashcards
turn my notes into study cards,study_flashcards
create flashcards for exam preparation,study_flashcards
what is a good movie to watch tonight,generic
how is the weather today,generic
tell me a joke,generic
what should I cook for dinner,generic
recommend a good podcast,generic
what time is it in Tokyo,generic
who won the match last night,generic
suggest a birthday gift for my friend,generic
how do I make good coffee at home,generic
what is trending on social media,generic
give me a workout routine,generic
how far is Bangalore from Mumbai,generic
what is a good book to read for fun,generic
help me write a birthday message,generic
recommend a restaurant nearby,generic
what should I wear today,generic
suggest a movie for the weekend,generic
give me a simple dinner recipe,generic
recommend a song for a road trip,generic
what can I do this weekend,generic
help me plan a date,generic
what are some travel destinations,generic
tell me something funny,generic
suggest a TV series,generic
what gift should I buy my sister,generic
recommend a good YouTube channel,generic
how can I make better coffee,generic
what is the weather tomorrow,generic
give me ideas for a birthday party,generic
what are some fun hobbies,generic
recommend a podcast for commuting,generic
where should I go for vacation,generic
help me plan my weekend,generic
what is a good recipe with eggs,generic
suggest something fun to do tonight,generic
